user_id,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,cluster
u198443,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
u199988,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,0.75,0.5,0.0,0.5,0.0,0.0,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.1666666666666666,0.0,0.625,0
u201045,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0
u20109,0.0,0.0,0.5,0.1666666666666666,1.0,0.0,0.6666666666666666,0.75,0.5,0.8,0.0,0.0,0.6,0.0,1.0,0.6666666666666666,0.5555555555555556,0.5,0.5,0.5625,0
u201198,0.75,1.0,0.25,0.6666666666666666,0.5,0.5,0.6842105263157895,0.8,0.625,0.8,0.4,0.0,0.5333333333333333,1.0,0.8571428571428571,0.6363636363636364,1.0,0.5333333333333333,0.9,0.6,2
u201350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u201352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1
u202180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
u203125,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0
u205805,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0
u205839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1
u205873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1
u206217,0.3333333333333333,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0
u20741,0.5,0.1428571428571428,0.5,0.2727272727272727,0.4285714285714285,0.75,0.25,0.3333333333333333,0.3157894736842105,0.7,0.4545454545454545,0.6363636363636364,0.5675675675675675,0.0,0.625,0.6666666666666666,0.4444444444444444,0.4871794871794871,0.0,0.7142857142857143,0
u207496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1
u209805,0.6666666666666666,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.5,0
u210217,0.6666666666666666,0.9090909090909092,1.0,0.631578947368421,0.8181818181818182,0.6666666666666666,0.85,0.6,0.7083333333333334,0.75,0.5882352941176471,1.0,0.8974358974358975,0.2142857142857142,0.631578947368421,0.5714285714285714,0.6842105263157895,0.4666666666666667,0.6363636363636364,0.75,2
u210972,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0
u211037,0.0,1.0,0.6,0.75,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0
u211227,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1
u211841,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.5,1
u211934,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.75,1.0,0.6666666666666666,0.0,0.5,0.0,0.0,1.0,0.0,1.0,2
u212099,0.75,1.0,0.6,0.8333333333333334,0.3333333333333333,0.8,0.75,0.5,0.4444444444444444,0.2,0.5,1.0,0.75,0.7142857142857143,1.0,1.0,0.5,0.8333333333333334,0.6666666666666666,0.5714285714285714,2
u213653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1
u213786,0.75,1.0,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,0.0,1.0,0.6666666666666666,0.6,1.0,0.8571428571428571,1.0,0.0,1.0,0.6666666666666666,0.5714285714285714,1.0,1.0,2
u21432,0.5714285714285714,0.6987951807228916,0.52,0.5666666666666667,0.5294117647058824,0.5362318840579711,0.6454545454545455,0.6172839506172839,0.5357142857142857,0.6,0.5743243243243243,0.6590909090909091,0.661849710982659,0.6129032258064516,0.7044025157232704,0.5045871559633027,0.7105263157894737,0.6732283464566929,0.5104166666666666,0.6730769230769231,2
u214510,0.6666666666666666,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.6,0.0,0.5,0
u215384,0.6666666666666666,0.5,0.8,1.0,0.6,0.25,1.0,1.0,0.5454545454545454,0.9,0.7142857142857143,1.0,0.8888888888888888,0.0,0.5,1.0,0.5,0.6666666666666666,0.0,0.25,2
u215822,0.6666666666666666,0.5,0.4285714285714285,0.25,0.3333333333333333,0.1666666666666666,0.8571428571428571,0.0,0.75,0.6666666666666666,0.7142857142857143,1.0,0.8181818181818182,0.6666666666666666,0.5,1.0,0.6,0.9230769230769232,1.0,0.7777777777777778,2
u218716,0.5,1.0,0.3333333333333333,1.0,0.0,0.0,0.6,0.5,0.6,0.5,0.4,1.0,0.7777777777777778,0.5,0.6666666666666666,0.75,0.5,0.5,0.0,0.0,2
u220066,0.4769230769230769,0.3962264150943396,0.5441176470588235,0.48,0.4666666666666667,0.4117647058823529,0.625,0.4666666666666667,0.4285714285714285,0.5777777777777777,0.4468085106382978,0.4285714285714285,0.6068376068376068,0.46875,0.6271186440677966,0.6486486486486487,0.5609756097560976,0.5411764705882353,0.3636363636363636,0.4520547945205479,2
u221649,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,1
u221780,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,1
u224346,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0
u225218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u226557,0.5,0.75,0.375,0.6,0.5,0.25,1.0,1.0,0.2857142857142857,0.5,0.3333333333333333,0.5,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,0.3125,1.0,0.875,2
u227387,0.7142857142857143,0.6666666666666666,0.5,0.5,0.5714285714285714,0.6,0.6,0.5,0.2857142857142857,0.75,0.375,0.5,0.8148148148148148,0.2857142857142857,0.6,0.8,0.7142857142857143,0.5,0.6666666666666666,0.625,2
u22997,1.0,0.5714285714285714,0.8095238095238095,0.7692307692307693,0.8518518518518519,0.9230769230769232,0.8181818181818182,0.8333333333333334,0.7592592592592593,0.7586206896551724,0.6153846153846154,1.0,0.7555555555555555,0.8461538461538461,0.8,0.7777777777777778,0.6666666666666666,0.875,0.625,0.7209302325581395,2
u229979,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0
u232171,0.3333333333333333,1.0,0.6470588235294118,0.75,0.5,0.8461538461538461,0.6875,1.0,0.5625,0.5384615384615384,0.75,0.0,0.8125,0.75,0.7142857142857143,0.8571428571428571,0.75,0.7142857142857143,0.625,0.5,2
u233681,0.6666666666666666,1.0,1.0,0.5,0.5,0.6,0.8333333333333334,0.0,0.3333333333333333,0.5,0.6,1.0,1.0,0.5,0.5,1.0,0.5,0.7777777777777778,0.6666666666666666,0.3333333333333333,2
u234857,0.6666666666666666,1.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0
u235165,0.6666666666666666,0.7096774193548387,0.6923076923076923,0.5294117647058824,0.88,0.5454545454545454,0.6,0.6,0.6666666666666666,0.75,0.675,0.6153846153846154,0.7115384615384616,0.625,0.7142857142857143,0.6363636363636364,0.7333333333333333,0.6388888888888888,0.5625,0.9411764705882352,2
u235310,0.4,1.0,0.6666666666666666,1.0,0.0,0.5,1.0,1.0,0.3333333333333333,0.0,0.2,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.625,1.0,0.5,2
u23567,0.65,0.8,0.7,0.6666666666666666,0.9230769230769232,0.7142857142857143,0.7777777777777778,1.0,0.5294117647058824,0.75,0.75,0.8181818181818182,0.7906976744186046,0.4,0.7142857142857143,0.8888888888888888,0.7222222222222222,0.7619047619047619,0.75,0.9523809523809524,2
u235930,1.0,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.5,0.5,0.4,0.0,0.75,1.0,0.0,0.0,1.0,0.6,0.0,1.0,2
u235979,0.3333333333333333,0.5,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0
u237512,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0,0.4,0.0,0.5,1.0,0.0,0.375,0.0,0.0,0
u239781,0.0,1.0,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.8,0.0,1.0,0
u239962,0.3333333333333333,1.0,0.5,0.6666666666666666,0.5714285714285714,1.0,1.0,0.0,0.6923076923076923,1.0,0.5,1.0,0.7777777777777778,0.75,0.3333333333333333,1.0,0.5714285714285714,0.6666666666666666,0.0,0.4,2
u241243,0.8333333333333334,1.0,0.6,0.6,0.7692307692307693,0.7333333333333333,0.5,1.0,0.5263157894736842,0.5833333333333334,0.5,1.0,0.782608695652174,0.7777777777777778,0.6923076923076923,0.8181818181818182,0.6,0.7222222222222222,1.0,0.5833333333333334,2
u241821,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u243019,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0
u243197,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.2,0.0,0.0,1
u243205,1.0,1.0,1.0,1.0,0.3333333333333333,0.75,0.0,0.0,0.5,1.0,0.75,1.0,0.6666666666666666,0.5,0.75,1.0,0.8571428571428571,0.7142857142857143,0.5,0.75,2
u244572,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.75,0.0,0.0,0.3333333333333333,0.0,0.0,0
u245354,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6666666666666666,0.5,0.6,0.0,0.6,0.3333333333333333,0.0,0
u246317,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.75,0.0,0.6666666666666666,1.0,0.25,1.0,0.0,1.0,2
u246624,0.75,1.0,0.6666666666666666,0.0,0.5,0.75,0.5,1.0,0.5,1.0,0.4,1.0,0.8636363636363636,0.0,0.8333333333333334,1.0,0.0,0.6,0.0,0.6666666666666666,2
u247080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
u247852,0.6153846153846154,0.5555555555555556,0.5517241379310345,0.5,0.7,0.5454545454545454,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.4090909090909091,0.5555555555555556,1.0,0.5652173913043478,0.7777777777777778,0.6666666666666666,0.8,0.5172413793103449,0.5555555555555556,0.5384615384615384,0.6428571428571429,2
u248064,0.6666666666666666,1.0,0.625,1.0,0.75,0.5714285714285714,0.6,0.5,0.5,0.5,0.4285714285714285,1.0,0.5,0.75,0.6666666666666666,0.7142857142857143,0.5,0.5333333333333333,0.6666666666666666,0.7142857142857143,2
u248448,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0
u248959,0.7916666666666666,0.873015873015873,0.8421052631578947,0.9090909090909092,0.75,0.7545454545454545,0.7272727272727273,0.6666666666666666,0.5714285714285714,0.6,0.55,1.0,0.9019607843137256,0.5,0.7407407407407407,1.0,0.6666666666666666,0.8,0.6428571428571429,0.75,2
u249395,0.0,0.6666666666666666,0.7272727272727273,0.75,1.0,0.875,0.6410256410256411,0.6111111111111112,0.55,0.6666666666666666,0.5882352941176471,0.0,0.7619047619047619,0.7777777777777778,0.8333333333333334,0.75,0.8666666666666667,0.7346938775510204,0.65,0.8095238095238095,2
u249443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
u25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u250511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u254809,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u257913,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3
u258320,0.0,0.0,1.0,0.0,0.0,0.75,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,0
u259116,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,3
u259459,1.0,0.0,0.0,0.0,0.6666666666666666,0.8,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,3
u260104,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
u260135,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
u26133,0.5,1.0,0.5,0.5555555555555556,0.7142857142857143,0.5,1.0,1.0,0.5714285714285714,0.8,0.0,1.0,0.5833333333333334,0.8571428571428571,0.5,1.0,0.625,0.5,0.0,0.4,2
u26137,0.8,0.8275862068965517,0.8888888888888888,0.9,1.0,0.9642857142857144,1.0,0.75,0.8181818181818182,0.7142857142857143,0.7777777777777778,1.0,0.9615384615384616,0.0,0.9166666666666666,1.0,0.8888888888888888,0.9375,0.8,0.7777777777777778,2
u262536,0.0,0.0,0.0,0.75,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0
u26412,0.0,0.0,0.3333333333333333,0.5,0.25,0.5,0.0,0.0,0.75,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.4,0
u266149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
u266209,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u266585,0.5,0.0,0.75,0.625,0.5,0.5833333333333334,0.5555555555555556,0.7142857142857143,0.5333333333333333,0.8,0.5,0.0,0.7,0.4444444444444444,0.75,1.0,0.75,0.0,0.6666666666666666,0.5,2
u267364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u267444,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
u268858,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
u269156,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
u26946,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.625,0.0,0.0,0.0,0.0,0.0,1
u271207,0.0,0.0,0.6666666666666666,0.0,1.0,0.25,0.0,0.0,0.7142857142857143,0.75,0.0,0.0,1.0,0.25,0.5,0.0,0.5,0.0,1.0,0.75,0
u271454,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1
u271498,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1
u273006,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1
u27393,0.6666666666666666,0.5714285714285714,0.6521739130434783,0.6857142857142857,0.5806451612903226,0.59375,0.7425742574257426,0.8444444444444444,0.5777777777777777,0.6888888888888889,0.8214285714285714,0.5,0.7349397590361446,0.5357142857142857,0.7142857142857143,0.7916666666666666,0.6666666666666666,0.8155339805825242,0.6896551724137931,0.7777777777777778,2
u275041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u276443,0.0,0.0,0.0,1.0,1.0,1.0,0.4444444444444444,1.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.5454545454545454,1.0,0.5833333333333334,0.5384615384615384,1.0,2
u276838,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
u277366,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
u27780,0.75,1.0,0.875,0.7142857142857143,0.5,0.5,0.6428571428571429,0.7142857142857143,0.631578947368421,0.5,0.5,0.0,0.6551724137931034,1.0,0.4375,0.875,0.5714285714285714,0.6666666666666666,0.6,0.4615384615384615,2
u27884,0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.6666666666666666,0.5,0.0,1.0,0.7142857142857143,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0
u279327,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3
u280346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
u280692,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
u280962,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3
u281010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
u281270,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.375,0.0,0.0,0.0,0.5,0.3333333333333333,0.5,1.0,0.5,0.8,0.5,0.6666666666666666,0
u281389,0.65625,1.0,0.7777777777777778,0.6923076923076923,0.5,0.6086956521739131,0.7333333333333333,0.7142857142857143,0.5333333333333333,0.6363636363636364,0.7777777777777778,0.7272727272727273,0.6774193548387096,0.5,0.78125,0.7894736842105263,0.75,0.5813953488372093,0.4444444444444444,0.5238095238095238,2
u282108,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
u282446,0.6153846153846154,1.0,0.25,0.3333333333333333,0.5,0.0,0.2727272727272727,0.4,0.1666666666666666,0.0,0.3333333333333333,0.0,0.8974358974358975,0.3333333333333333,0.55,0.4444444444444444,0.0,0.4615384615384615,0.4285714285714285,0.0,0
u282754,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
u28360,0.0,0.0,0.5,1.0,0.75,0.5,0.8333333333333334,0.75,0.6666666666666666,0.4,0.0,0.0,0.8666666666666667,0.0,1.0,0.75,0.2857142857142857,0.8333333333333334,0.75,0.5,2
u286452,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u286545,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3
u287365,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
u287696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u28774,0.0,0.0,0.0,1.0,0.25,0.75,0.4285714285714285,0.25,0.25,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.6,0.4,0.7142857142857143,0.4,1.0,0
u28834,0.6716417910447762,0.7959183673469388,0.7297297297297297,0.6923076923076923,0.6299212598425197,0.6160714285714286,0.7567567567567568,0.7142857142857143,0.6481481481481481,0.6666666666666666,0.660377358490566,0.6363636363636364,0.8555555555555555,0.6410256410256411,0.8035714285714286,0.7538461538461538,0.71,0.7435897435897436,0.7674418604651163,0.6397058823529411,2
u288625,0.0,0.0,1.0,0.5,1.0,0.0,0.8,1.0,0.4,0.0,0.0,0.0,0.5714285714285714,0.0,0.5,0.0,0.5,0.8333333333333334,0.6666666666666666,0.3333333333333333,0
u289409,0.0,0.0,0.7142857142857143,0.75,1.0,0.375,0.5,0.5,0.5555555555555556,0.7777777777777778,0.0,0.0,0.75,1.0,1.0,1.0,0.5,0.8571428571428571,0.5714285714285714,0.6,2
u289442,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u289493,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
u289531,0.5,1.0,0.625,0.625,0.3333333333333333,0.4705882352941176,0.0,0.3333333333333333,0.6428571428571429,0.5833333333333334,0.0,0.0,0.75,0.5,0.6666666666666666,0.0,0.5,0.0,0.75,0.4615384615384615,0
u28972,0.2222222222222222,0.5,0.125,0.3,0.375,0.4444444444444444,0.5,0.5,0.1818181818181818,0.3333333333333333,0.4,0.5,0.6,1.0,0.2666666666666666,0.8,0.1666666666666666,0.2222222222222222,0.6,0.2727272727272727,3
u290166,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
u290722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u291001,0.0,0.0,1.0,1.0,0.0,0.25,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.6,0
u291650,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
u292093,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0,1
u29274,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7083333333333334,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,1
u293336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u294503,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,0.0,0
u294933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1
u295133,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u297735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
u297874,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3
u30072,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6190476190476191,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1
