user_id,dominant_topic,number_of_interactions,correct_number,accuracy
u235310,10,5,1,0.2
u235310,11,1,1,1.0
u235310,12,6,4,0.6666666666666666
u235310,14,3,3,1.0
u235310,16,1,0,0.0
u235310,17,8,5,0.625
u235310,18,2,2,1.0
u235310,19,4,2,0.5
u23567,0,20,13,0.65
u23567,1,10,8,0.8
u23567,2,10,7,0.7
u23567,3,18,12,0.6666666666666666
u23567,4,13,12,0.9230769230769231
u23567,5,14,10,0.7142857142857143
u23567,6,18,14,0.7777777777777778
u23567,7,7,7,1.0
u23567,8,17,9,0.5294117647058824
u23567,9,12,9,0.75
u23567,10,20,15,0.75
u23567,11,11,9,0.8181818181818182
u23567,12,43,34,0.7906976744186046
u23567,13,5,2,0.4
u23567,14,14,10,0.7142857142857143
u23567,15,18,16,0.8888888888888888
u23567,16,18,13,0.7222222222222222
u23567,17,42,32,0.7619047619047619
u23567,18,12,9,0.75
u23567,19,21,20,0.9523809523809523
u235930,0,4,4,1.0
u235930,1,1,1,1.0
u235930,2,4,4,1.0
u235930,3,2,2,1.0
u235930,4,1,0,0.0
u235930,5,2,2,1.0
u235930,6,3,1,0.3333333333333333
u235930,8,2,1,0.5
u235930,9,2,1,0.5
u235930,10,5,2,0.4
u235930,11,1,0,0.0
u235930,12,4,3,0.75
u235930,13,1,1,1.0
u235930,14,2,0,0.0
u235930,16,2,2,1.0
u235930,17,5,3,0.6
u235930,19,3,3,1.0
u235979,0,3,1,0.3333333333333333
u235979,1,2,1,0.5
u235979,2,3,2,0.6666666666666666
u235979,3,1,1,1.0
u235979,4,1,1,1.0
u235979,5,2,2,1.0
u235979,8,1,0,0.0
u235979,9,1,0,0.0
u235979,10,4,0,0.0
u235979,11,1,0,0.0
u235979,12,3,2,0.6666666666666666
u235979,14,2,2,1.0
u235979,17,5,3,0.6
u235979,19,2,0,0.0
u237512,0,3,1,0.3333333333333333
u237512,1,1,0,0.0
u237512,2,3,2,0.6666666666666666
u237512,3,1,0,0.0
u237512,4,1,0,0.0
u237512,5,2,0,0.0
u237512,7,4,2,0.5
u237512,8,1,1,1.0
u237512,9,1,0,0.0
u237512,10,4,2,0.5
u237512,11,1,1,1.0
u237512,12,5,2,0.4
u237512,14,2,1,0.5
u237512,15,1,1,1.0
u237512,17,8,3,0.375
u237512,19,2,0,0.0
u239781,0,3,0,0.0
u239781,1,1,1,1.0
u239781,2,3,2,0.6666666666666666
u239781,3,1,0,0.0
u239781,4,1,0,0.0
u239781,5,2,1,0.5
u239781,8,1,0,0.0
u239781,9,1,0,0.0
u239781,10,4,1,0.25
u239781,11,1,1,1.0
u239781,12,3,1,0.3333333333333333
u239781,14,2,0,0.0
u239781,17,5,4,0.8
u239781,19,2,2,1.0
u239962,0,3,1,0.3333333333333333
u239962,1,1,1,1.0
u239962,2,12,6,0.5
u239962,3,9,6,0.6666666666666666
u239962,4,7,4,0.5714285714285714
u239962,5,5,5,1.0
u239962,6,1,1,1.0
u239962,7,1,0,0.0
u239962,8,13,9,0.6923076923076923
u239962,9,3,3,1.0
u239962,10,4,2,0.5
u239962,11,1,1,1.0
u239962,12,9,7,0.7777777777777778
u239962,13,4,3,0.75
u239962,14,3,1,0.3333333333333333
u239962,15,1,1,1.0
u239962,16,7,4,0.5714285714285714
u239962,17,6,4,0.6666666666666666
u239962,18,1,0,0.0
u239962,19,5,2,0.4
u241243,0,6,5,0.8333333333333334
u241243,1,3,3,1.0
u241243,2,15,9,0.6
u241243,3,15,9,0.6
u241243,4,13,10,0.7692307692307693
u241243,5,15,11,0.7333333333333333
u241243,6,8,4,0.5
u241243,7,2,2,1.0
u241243,8,19,10,0.5263157894736842
u241243,9,12,7,0.5833333333333334
u241243,10,8,4,0.5
u241243,11,2,2,1.0
u241243,12,23,18,0.782608695652174
u241243,13,9,7,0.7777777777777778
u241243,14,13,9,0.6923076923076923
u241243,15,11,9,0.8181818181818182
u241243,16,15,9,0.6
u241243,17,18,13,0.7222222222222222
u241243,18,6,6,1.0
u241243,19,12,7,0.5833333333333334
u241821,3,1,1,1.0
u241821,4,1,1,1.0
u241821,5,3,1,0.3333333333333333
u241821,8,1,0,0.0
u241821,9,2,2,1.0
u243019,0,3,2,0.6666666666666666
u243019,1,1,0,0.0
u243019,2,3,1,0.3333333333333333
u243019,3,1,0,0.0
u243019,4,1,0,0.0
u243019,5,2,1,0.5
u243019,8,1,0,0.0
u243019,9,1,0,0.0
u243019,10,4,1,0.25
u243019,11,1,1,1.0
u243019,12,3,0,0.0
u243019,14,2,0,0.0
u243019,17,5,4,0.8
u243019,19,2,1,0.5
u243197,0,3,2,0.6666666666666666
u243197,1,1,0,0.0
u243197,2,3,0,0.0
u243197,3,1,0,0.0
u243197,4,1,0,0.0
u243197,5,2,1,0.5
u243197,8,1,0,0.0
u243197,9,1,0,0.0
u243197,10,4,0,0.0
u243197,11,1,0,0.0
u243197,12,3,1,0.3333333333333333
u243197,14,2,1,0.5
u243197,17,5,1,0.2
u243197,19,2,0,0.0
u243205,0,3,3,1.0
u243205,1,1,1,1.0
u243205,2,6,6,1.0
u243205,3,2,2,1.0
u243205,4,3,1,0.3333333333333333
u243205,5,4,3,0.75
u243205,6,1,0,0.0
u243205,8,8,4,0.5
u243205,9,6,6,1.0
u243205,10,4,3,0.75
u243205,11,1,1,1.0
u243205,12,9,6,0.6666666666666666
u243205,13,2,1,0.5
u243205,14,4,3,0.75
u243205,15,2,2,1.0
u243205,16,7,6,0.8571428571428571
u243205,17,7,5,0.7142857142857143
u243205,18,2,1,0.5
u243205,19,4,3,0.75
u244572,0,4,3,0.75
u244572,1,1,1,1.0
u244572,11,2,1,0.5
u244572,12,24,16,0.6666666666666666
u244572,14,12,9,0.75
u244572,17,3,1,0.3333333333333333
u245354,0,3,1,0.3333333333333333
u245354,1,1,0,0.0
u245354,2,3,2,0.6666666666666666
u245354,3,3,2,0.6666666666666666
u245354,4,2,0,0.0
u245354,5,3,1,0.3333333333333333
u245354,6,1,1,1.0
u245354,7,1,0,0.0
u245354,8,2,0,0.0
u245354,9,2,0,0.0
u245354,10,4,0,0.0
u245354,11,1,0,0.0
u245354,12,10,6,0.6
u245354,13,3,2,0.6666666666666666
u245354,14,2,1,0.5
u245354,15,5,3,0.6
u245354,16,2,0,0.0
u245354,17,10,6,0.6
u245354,18,3,1,0.3333333333333333
u245354,19,4,0,0.0
u246317,2,2,1,0.5
u246317,4,2,0,0.0
u246317,5,2,2,1.0
u246317,6,2,1,0.5
u246317,7,1,0,0.0
u246317,8,1,1,1.0
u246317,9,1,1,1.0
u246317,10,1,1,1.0
u246317,12,4,3,0.75
u246317,13,1,0,0.0
u246317,14,3,2,0.6666666666666666
u246317,15,1,1,1.0
u246317,16,4,1,0.25
u246317,17,4,4,1.0
u246317,19,1,1,1.0
u246624,0,4,3,0.75
u246624,1,1,1,1.0
u246624,2,3,2,0.6666666666666666
u246624,3,1,0,0.0
u246624,4,2,1,0.5
u246624,5,4,3,0.75
u246624,6,4,2,0.5
u246624,7,2,2,1.0
u246624,8,2,1,0.5
u246624,9,3,3,1.0
u246624,10,5,2,0.4
u246624,11,1,1,1.0
u246624,12,22,19,0.8636363636363636
u246624,14,6,5,0.8333333333333334
u246624,15,2,2,1.0
u246624,17,10,6,0.6
u246624,18,1,0,0.0
u246624,19,3,2,0.6666666666666666
u247080,12,1,1,1.0
u247080,14,2,0,0.0
u247080,17,1,1,1.0
u247852,0,13,8,0.6153846153846154
u247852,1,9,5,0.5555555555555556
u247852,2,29,16,0.5517241379310345
u247852,3,20,10,0.5
u247852,4,20,14,0.7
u247852,5,22,12,0.5454545454545454
u247852,6,12,7,0.5833333333333334
u247852,7,6,4,0.6666666666666666
u247852,8,36,24,0.6666666666666666
u247852,9,22,9,0.4090909090909091
u247852,10,9,5,0.5555555555555556
u247852,11,1,1,1.0
u247852,12,23,13,0.5652173913043478
u247852,13,18,14,0.7777777777777778
u247852,14,12,8,0.6666666666666666
u247852,15,5,4,0.8
u247852,16,29,15,0.5172413793103449
u247852,17,9,5,0.5555555555555556
u247852,18,13,7,0.5384615384615384
u247852,19,28,18,0.6428571428571429
u248064,0,3,2,0.6666666666666666
u248064,1,1,1,1.0
u248064,2,8,5,0.625
u248064,3,3,3,1.0
u248064,4,4,3,0.75
u248064,5,7,4,0.5714285714285714
u248064,6,5,3,0.6
u248064,7,2,1,0.5
u248064,8,6,3,0.5
u248064,9,2,1,0.5
u248064,10,7,3,0.42857142857142855
u248064,11,1,1,1.0
u248064,12,14,7,0.5
u248064,13,4,3,0.75
u248064,14,3,2,0.6666666666666666
u248064,15,7,5,0.7142857142857143
u248064,16,2,1,0.5
u248064,17,15,8,0.5333333333333333
u248064,18,3,2,0.6666666666666666
u248064,19,7,5,0.7142857142857143
u248448,0,3,1,0.3333333333333333
u248448,1,1,1,1.0
u248448,2,3,2,0.6666666666666666
u248448,3,1,0,0.0
u248448,4,1,0,0.0
u248448,5,2,0,0.0
u248448,8,1,0,0.0
u248448,9,1,1,1.0
u248448,10,4,1,0.25
u248448,11,1,0,0.0
u248448,12,3,1,0.3333333333333333
u248448,14,2,0,0.0
u248448,17,5,3,0.6
u248448,19,2,1,0.5
u248959,0,24,19,0.7916666666666666
u248959,1,63,55,0.873015873015873
u248959,2,19,16,0.8421052631578947
u248959,3,33,30,0.9090909090909091
u248959,4,4,3,0.75
u248959,5,110,83,0.7545454545454545
u248959,6,11,8,0.7272727272727273
u248959,7,3,2,0.6666666666666666
u248959,8,7,4,0.5714285714285714
u248959,9,5,3,0.6
u248959,10,20,11,0.55
u248959,11,2,2,1.0
u248959,12,51,46,0.9019607843137255
u248959,13,4,2,0.5
u248959,14,27,20,0.7407407407407407
u248959,15,12,12,1.0
u248959,16,3,2,0.6666666666666666
u248959,17,30,24,0.8
u248959,18,14,9,0.6428571428571429
u248959,19,8,6,0.75
u249395,1,3,2,0.6666666666666666
u249395,2,11,8,0.7272727272727273
u249395,3,12,9,0.75
u249395,4,5,5,1.0
u249395,5,8,7,0.875
u249395,6,39,25,0.6410256410256411
u249395,7,18,11,0.6111111111111112
u249395,8,20,11,0.55
u249395,9,12,8,0.6666666666666666
u249395,10,17,10,0.5882352941176471
u249395,12,21,16,0.7619047619047619
u249395,13,9,7,0.7777777777777778
u249395,14,6,5,0.8333333333333334
u249395,15,24,18,0.75
u249395,16,15,13,0.8666666666666667
u249395,17,49,36,0.7346938775510204
u249395,18,40,26,0.65
u249395,19,21,17,0.8095238095238095
u249443,12,1,1,1.0
u249443,14,2,2,1.0
u249443,17,1,1,1.0
u25,5,4,0,0.0
u250511,12,1,1,1.0
u250511,14,2,0,0.0
u254809,3,1,1,1.0
u254809,4,2,0,0.0
u254809,5,2,2,1.0
u254809,6,1,1,1.0
u254809,9,1,0,0.0
u254809,10,1,0,0.0
u254809,16,1,0,0.0
u254809,19,1,0,0.0
u257913,3,1,0,0.0
u257913,5,2,2,1.0
u257913,8,3,2,0.6666666666666666
u257913,12,2,2,1.0
u257913,13,1,1,1.0
u257913,16,1,1,1.0
u258320,2,2,2,1.0
u258320,3,1,0,0.0
u258320,5,4,3,0.75
u258320,8,5,3,0.6
u258320,9,2,2,1.0
u258320,14,1,1,1.0
u258320,16,1,1,1.0
u258320,19,3,2,0.6666666666666666
u259116,3,1,1,1.0
u259116,5,5,4,0.8
u259116,8,1,0,0.0
u259116,13,1,1,1.0
u259116,16,2,1,0.5
u259459,0,1,1,1.0
u259459,2,2,0,0.0
u259459,3,2,0,0.0
u259459,4,3,2,0.6666666666666666
u259459,5,5,4,0.8
u259459,7,1,0,0.0
u259459,8,6,3,0.5
u259459,9,2,1,0.5
u259459,12,1,0,0.0
u259459,13,2,1,0.5
u259459,14,2,2,1.0
u259459,16,3,2,0.6666666666666666
u259459,19,3,2,0.6666666666666666
u260104,3,1,1,1.0
u260104,4,1,1,1.0
u260104,5,2,2,1.0
u260104,8,1,0,0.0
u260104,9,1,1,1.0
u260104,10,1,0,0.0
u260104,13,1,1,1.0
u260104,19,2,0,0.0
u260135,4,1,1,1.0
u260135,5,2,2,1.0
u260135,13,1,0,0.0
u260135,17,1,1,1.0
u260135,19,1,0,0.0
u26133,0,2,1,0.5
u26133,1,1,1,1.0
u26133,2,6,3,0.5
u26133,3,9,5,0.5555555555555556
u26133,4,7,5,0.7142857142857143
u26133,5,2,1,0.5
u26133,6,4,4,1.0
u26133,7,1,1,1.0
u26133,8,14,8,0.5714285714285714
u26133,9,10,8,0.8
u26133,10,5,0,0.0
u26133,11,1,1,1.0
u26133,12,12,7,0.5833333333333334
u26133,13,7,6,0.8571428571428571
u26133,14,10,5,0.5
u26133,15,2,2,1.0
u26133,16,8,5,0.625
u26133,17,8,4,0.5
u26133,18,1,0,0.0
u26133,19,10,4,0.4
u26137,0,5,4,0.8
u26137,1,29,24,0.8275862068965517
u26137,2,9,8,0.8888888888888888
u26137,3,10,9,0.9
u26137,4,5,5,1.0
u26137,5,28,27,0.9642857142857143
u26137,6,7,7,1.0
u26137,7,4,3,0.75
u26137,8,11,9,0.8181818181818182
u26137,9,7,5,0.7142857142857143
u26137,10,9,7,0.7777777777777778
u26137,11,1,1,1.0
u26137,12,26,25,0.9615384615384616
u26137,13,1,0,0.0
u26137,14,12,11,0.9166666666666666
u26137,15,4,4,1.0
u26137,16,9,8,0.8888888888888888
u26137,17,16,15,0.9375
u26137,18,5,4,0.8
u26137,19,9,7,0.7777777777777778
u262536,3,4,3,0.75
u262536,5,3,1,0.3333333333333333
u262536,8,1,0,0.0
u262536,9,3,3,1.0
u262536,16,1,1,1.0
u262536,17,1,1,1.0
u262536,19,3,2,0.6666666666666666
u26412,0,1,0,0.0
u26412,2,3,1,0.3333333333333333
u26412,3,2,1,0.5
u26412,4,4,1,0.25
u26412,5,4,2,0.5
u26412,8,4,3,0.75
u26412,9,3,1,0.3333333333333333
u26412,14,1,1,1.0
u26412,16,6,2,0.3333333333333333
u26412,19,5,2,0.4
u266149,2,1,1,1.0
u266149,8,1,0,0.0
u266149,19,1,1,1.0
u266209,5,2,1,0.5
u266585,0,2,1,0.5
u266585,2,8,6,0.75
u266585,3,8,5,0.625
u266585,4,2,1,0.5
u266585,5,12,7,0.5833333333333334
u266585,6,9,5,0.5555555555555556
u266585,7,7,5,0.7142857142857143
u266585,8,15,8,0.5333333333333333
u266585,9,5,4,0.8
u266585,10,2,1,0.5
u266585,12,10,7,0.7
u266585,13,9,4,0.4444444444444444
u266585,14,4,3,0.75
u266585,15,4,4,1.0
u266585,16,12,9,0.75
u266585,17,2,0,0.0
u266585,18,3,2,0.6666666666666666
u266585,19,12,6,0.5
u267364,7,1,1,1.0
u267364,9,1,0,0.0
u267364,17,1,0,0.0
u267444,4,1,0,0.0
u267444,5,2,1,0.5
u267444,8,1,1,1.0
u267444,9,2,1,0.5
u267444,18,1,1,1.0
u267444,19,1,1,1.0
u268858,3,1,1,1.0
u268858,5,3,3,1.0
u268858,8,2,2,1.0
u268858,12,1,1,1.0
u268858,14,1,1,1.0
u268858,18,1,1,1.0
u268858,19,1,1,1.0
u269156,3,1,0,0.0
u269156,4,1,1,1.0
u269156,5,1,1,1.0
u269156,8,1,0,0.0
u269156,15,1,0,0.0
u269156,16,1,1,1.0
u26946,0,1,1,1.0
u26946,12,21,18,0.8571428571428571
u26946,14,8,5,0.625
u271207,0,1,0,0.0
u271207,2,3,2,0.6666666666666666
u271207,3,2,0,0.0
u271207,4,1,1,1.0
u271207,5,4,1,0.25
u271207,7,1,0,0.0
u271207,8,7,5,0.7142857142857143
u271207,9,4,3,0.75
u271207,12,1,1,1.0
u271207,13,4,1,0.25
u271207,14,2,1,0.5
u271207,16,2,1,0.5
u271207,17,1,0,0.0
u271207,18,2,2,1.0
u271207,19,4,3,0.75
u271454,3,1,0,0.0
u271454,5,3,2,0.6666666666666666
u271454,8,2,0,0.0
u271454,13,1,0,0.0
u271454,15,1,1,1.0
u271454,19,2,1,0.5
u271498,2,1,0,0.0
u271498,3,2,0,0.0
u271498,5,1,1,1.0
u271498,8,1,0,0.0
u271498,9,1,0,0.0
u271498,17,1,0,0.0
u271498,19,2,1,0.5
u273006,4,1,1,1.0
u273006,5,2,1,0.5
u273006,6,1,1,1.0
u273006,8,1,1,1.0
u273006,9,1,0,0.0
u273006,13,1,0,0.0
u273006,17,2,1,0.5
u273006,18,1,0,0.0
u27393,0,12,8,0.6666666666666666
u27393,1,7,4,0.5714285714285714
u27393,2,23,15,0.6521739130434783
u27393,3,35,24,0.6857142857142857
u27393,4,31,18,0.5806451612903226
u27393,5,32,19,0.59375
u27393,6,101,75,0.7425742574257426
u27393,7,45,38,0.8444444444444444
u27393,8,45,26,0.5777777777777777
u27393,9,45,31,0.6888888888888889
u27393,10,28,23,0.8214285714285714
u27393,11,2,1,0.5
u27393,12,83,61,0.7349397590361446
u27393,13,28,15,0.5357142857142857
u27393,14,21,15,0.7142857142857143
u27393,15,48,38,0.7916666666666666
u27393,16,51,34,0.6666666666666666
u27393,17,103,84,0.8155339805825242
u27393,18,87,60,0.6896551724137931
u27393,19,36,28,0.7777777777777778
u275041,5,1,0,0.0
u275041,10,1,0,0.0
u275041,13,1,1,1.0
u275041,14,1,0,0.0
u275041,15,1,0,0.0
u275041,18,1,0,0.0
u276443,3,3,3,1.0
u276443,4,1,1,1.0
u276443,5,1,1,1.0
u276443,6,9,4,0.4444444444444444
u276443,7,2,2,1.0
u276443,8,2,1,0.5
u276443,10,2,2,1.0
u276443,12,20,10,0.5
u276443,15,11,6,0.5454545454545454
u276443,16,1,1,1.0
u276443,17,12,7,0.5833333333333334
u276443,18,13,7,0.5384615384615384
u276443,19,1,1,1.0
u276838,3,1,1,1.0
u276838,4,3,2,0.6666666666666666
u276838,5,1,0,0.0
u276838,6,1,1,1.0
u276838,8,1,0,0.0
u276838,10,1,0,0.0
u276838,12,2,2,1.0
u277366,5,3,1,0.3333333333333333
u277366,6,2,2,1.0
u277366,8,1,1,1.0
u277366,9,2,1,0.5
u277366,13,1,1,1.0
u27780,0,4,3,0.75
u27780,1,1,1,1.0
u27780,2,8,7,0.875
u27780,3,7,5,0.7142857142857143
u27780,4,18,9,0.5
u27780,5,12,6,0.5
u27780,6,14,9,0.6428571428571429
u27780,7,7,5,0.7142857142857143
u27780,8,19,12,0.631578947368421
u27780,9,16,8,0.5
u27780,10,10,5,0.5
u27780,11,1,0,0.0
u27780,12,29,19,0.6551724137931034
u27780,13,3,3,1.0
u27780,14,16,7,0.4375
u27780,15,8,7,0.875
u27780,16,14,8,0.5714285714285714
u27780,17,33,22,0.6666666666666666
u27780,18,10,6,0.6
u27780,19,13,6,0.46153846153846156
u27884,0,3,0,0.0
u27884,1,1,1,1.0
u27884,2,2,1,0.5
u27884,3,2,1,0.5
u27884,4,1,0,0.0
u27884,5,1,1,1.0
u27884,8,3,2,0.6666666666666666
u27884,9,2,1,0.5
u27884,10,4,0,0.0
u27884,11,1,1,1.0
u27884,12,21,15,0.7142857142857143
u27884,13,1,0,0.0
u27884,14,6,2,0.3333333333333333
u27884,17,5,0,0.0
u27884,19,2,1,0.5
u279327,3,1,1,1.0
u279327,5,4,1,0.25
u279327,8,2,2,1.0
u279327,13,1,1,1.0
u279327,16,1,1,1.0
u279327,19,1,0,0.0
u280346,6,1,0,0.0
u280346,8,3,1,0.3333333333333333
u280346,9,1,0,0.0
u280346,15,1,0,0.0
u280346,16,1,1,1.0
u280692,0,1,0,0.0
u280692,3,1,0,0.0
u280692,5,4,1,0.25
u280692,8,1,0,0.0
u280692,16,1,1,1.0
u280692,17,1,1,1.0
u280692,19,2,2,1.0
u280962,4,1,1,1.0
u280962,5,1,0,0.0
u280962,9,2,0,0.0
u280962,13,1,1,1.0
u280962,16,1,1,1.0
u280962,17,1,1,1.0
u280962,19,1,1,1.0
u281010,0,1,0,0.0
u281010,5,3,0,0.0
u281010,17,1,0,0.0
u281010,19,1,1,1.0
u281270,1,1,0,0.0
u281270,2,2,2,1.0
u281270,3,1,1,1.0
u281270,5,3,0,0.0
u281270,6,3,3,1.0
u281270,7,1,0,0.0
u281270,8,8,3,0.375
u281270,12,4,2,0.5
u281270,13,3,1,0.3333333333333333
u281270,14,2,1,0.5
u281270,15,1,1,1.0
u281270,16,4,2,0.5
u281270,17,5,4,0.8
u281270,18,2,1,0.5
u281270,19,9,6,0.6666666666666666
u281389,0,32,21,0.65625
u281389,1,6,6,1.0
u281389,2,9,7,0.7777777777777778
u281389,3,13,9,0.6923076923076923
u281389,4,8,4,0.5
u281389,5,23,14,0.6086956521739131
u281389,6,15,11,0.7333333333333333
u281389,7,7,5,0.7142857142857143
u281389,8,15,8,0.5333333333333333
u281389,9,11,7,0.6363636363636364
u281389,10,18,14,0.7777777777777778
u281389,11,11,8,0.7272727272727273
u281389,12,62,42,0.6774193548387096
u281389,13,14,7,0.5
u281389,14,32,25,0.78125
u281389,15,19,15,0.7894736842105263
u281389,16,12,9,0.75
u281389,17,43,25,0.5813953488372093
u281389,18,9,4,0.4444444444444444
u281389,19,21,11,0.5238095238095238
u282108,2,2,2,1.0
u282108,3,1,0,0.0
u282108,8,1,1,1.0
u282108,15,1,0,0.0
u282108,19,3,1,0.3333333333333333
u282446,0,13,8,0.6153846153846154
u282446,1,1,1,1.0
u282446,2,4,1,0.25
u282446,3,3,1,0.3333333333333333
u282446,4,4,2,0.5
u282446,5,3,0,0.0
u282446,6,11,3,0.2727272727272727
u282446,7,5,2,0.4
u282446,8,6,1,0.16666666666666666
u282446,9,1,0,0.0
u282446,10,3,1,0.3333333333333333
u282446,11,1,0,0.0
u282446,12,39,35,0.8974358974358975
u282446,13,3,1,0.3333333333333333
u282446,14,20,11,0.55
u282446,15,9,4,0.4444444444444444
u282446,16,5,0,0.0
u282446,17,13,6,0.46153846153846156
u282446,18,7,3,0.42857142857142855
u282446,19,3,0,0.0
u282754,3,1,1,1.0
u282754,4,2,1,0.5
u282754,6,1,1,1.0
u282754,8,1,0,0.0
u282754,9,1,1,1.0
u282754,17,1,1,1.0
u282754,19,1,0,0.0
u28360,0,2,0,0.0
u28360,2,4,2,0.5
u28360,3,1,1,1.0
u28360,4,4,3,0.75
u28360,5,4,2,0.5
u28360,6,6,5,0.8333333333333334
u28360,7,4,3,0.75
u28360,8,6,4,0.6666666666666666
u28360,9,5,2,0.4
u28360,12,15,13,0.8666666666666667
u28360,13,1,0,0.0
u28360,14,1,1,1.0
u28360,15,4,3,0.75
u28360,16,7,2,0.2857142857142857
u28360,17,12,10,0.8333333333333334
u28360,18,4,3,0.75
u28360,19,4,2,0.5
u286452,4,1,1,1.0
u286545,2,1,0,0.0
u286545,4,1,1,1.0
u286545,5,1,0,0.0
u286545,13,1,1,1.0
u286545,14,1,1,1.0
u286545,15,1,1,1.0
u287365,2,1,1,1.0
u287365,3,1,1,1.0
u287365,4,1,1,1.0
u287365,8,2,1,0.5
u287365,16,1,0,0.0
u287365,19,1,0,0.0
u287696,4,1,0,0.0
u28774,0,1,0,0.0
u28774,2,3,0,0.0
u28774,3,1,1,1.0
u28774,4,4,1,0.25
u28774,5,4,3,0.75
u28774,6,7,3,0.42857142857142855
u28774,7,4,1,0.25
u28774,8,4,1,0.25
u28774,9,3,2,0.6666666666666666
u28774,12,2,0,0.0
u28774,14,1,1,1.0
u28774,15,5,3,0.6
u28774,16,5,2,0.4
u28774,17,14,10,0.7142857142857143
u28774,18,5,2,0.4
u28774,19,4,4,1.0
u28834,0,67,45,0.6716417910447762
u28834,1,49,39,0.7959183673469388
u28834,2,74,54,0.7297297297297297
u28834,3,104,72,0.6923076923076923
u28834,4,127,80,0.6299212598425197
u28834,5,112,69,0.6160714285714286
u28834,6,37,28,0.7567567567567568
u28834,7,28,20,0.7142857142857143
u28834,8,162,105,0.6481481481481481
u28834,9,78,52,0.6666666666666666
u28834,10,53,35,0.660377358490566
u28834,11,11,7,0.6363636363636364
u28834,12,90,77,0.8555555555555555
u28834,13,39,25,0.6410256410256411
u28834,14,56,45,0.8035714285714286
u28834,15,65,49,0.7538461538461538
u28834,16,100,71,0.71
u28834,17,78,58,0.7435897435897436
u28834,18,43,33,0.7674418604651163
u28834,19,136,87,0.6397058823529411
u288625,0,1,0,0.0
u288625,2,1,1,1.0
u288625,3,2,1,0.5
u288625,4,2,2,1.0
u288625,5,3,0,0.0
u288625,6,5,4,0.8
u288625,7,1,1,1.0
u288625,8,5,2,0.4
u288625,9,3,0,0.0
u288625,10,2,0,0.0
u288625,12,7,4,0.5714285714285714
u288625,13,1,0,0.0
u288625,14,2,1,0.5
u288625,15,1,0,0.0
u288625,16,2,1,0.5
u288625,17,6,5,0.8333333333333334
u288625,18,3,2,0.6666666666666666
u288625,19,3,1,0.3333333333333333
u289409,0,1,0,0.0
u289409,2,7,5,0.7142857142857143
u289409,3,8,6,0.75
u289409,4,3,3,1.0
u289409,5,8,3,0.375
u289409,6,4,2,0.5
u289409,7,2,1,0.5
u289409,8,9,5,0.5555555555555556
u289409,9,9,7,0.7777777777777778
u289409,12,4,3,0.75
u289409,13,3,3,1.0
u289409,14,3,3,1.0
u289409,15,1,1,1.0
u289409,16,4,2,0.5
u289409,17,7,6,0.8571428571428571
u289409,18,7,4,0.5714285714285714
u289409,19,5,3,0.6
u289442,5,2,1,0.5
u289493,3,1,0,0.0
u289493,4,1,0,0.0
u289493,5,1,1,1.0
u289493,19,2,2,1.0
u289531,0,2,1,0.5
u289531,1,1,1,1.0
u289531,2,8,5,0.625
u289531,3,8,5,0.625
u289531,4,3,1,0.3333333333333333
u289531,5,17,8,0.47058823529411764
u289531,7,3,1,0.3333333333333333
u289531,8,14,9,0.6428571428571429
u289531,9,12,7,0.5833333333333334
u289531,12,8,6,0.75
u289531,13,4,2,0.5
u289531,14,3,2,0.6666666666666666
u289531,16,12,6,0.5
u289531,17,2,0,0.0
u289531,18,4,3,0.75
u289531,19,13,6,0.46153846153846156
u28972,0,9,2,0.2222222222222222
u28972,1,6,3,0.5
u28972,2,8,1,0.125
u28972,3,10,3,0.3
u28972,4,8,3,0.375
u28972,5,9,4,0.4444444444444444
u28972,6,4,2,0.5
u28972,7,4,2,0.5
u28972,8,11,2,0.18181818181818182
u28972,9,3,1,0.3333333333333333
u28972,10,5,2,0.4
u28972,11,2,1,0.5
u28972,12,50,30,0.6
u28972,13,1,1,1.0
u28972,14,15,4,0.26666666666666666
u28972,15,5,4,0.8
u28972,16,6,1,0.16666666666666666
u28972,17,18,4,0.2222222222222222
u28972,18,5,3,0.6
u28972,19,11,3,0.2727272727272727
u290166,2,1,1,1.0
u290166,8,1,0,0.0
u290166,17,1,1,1.0
u290166,19,2,0,0.0
u290722,5,2,0,0.0
u291001,2,1,1,1.0
u291001,3,2,2,1.0
u291001,5,4,1,0.25
u291001,8,3,2,0.6666666666666666
u291001,12,1,1,1.0
u291001,14,1,1,1.0
u291001,16,2,2,1.0
u291001,17,1,1,1.0
u291001,18,1,1,1.0
u291001,19,5,3,0.6
u291650,3,1,0,0.0
u291650,5,3,3,1.0
u291650,8,2,1,0.5
u291650,14,1,1,1.0
u291650,15,1,1,1.0
u291650,19,1,1,1.0
u292093,4,1,1,1.0
u292093,5,3,0,0.0
u292093,6,3,0,0.0
u292093,7,2,1,0.5
u292093,12,4,0,0.0
u292093,13,2,1,0.5
u292093,14,1,1,1.0
u292093,17,2,1,0.5
u292093,19,1,0,0.0
u29274,0,2,1,0.5
u29274,12,24,17,0.7083333333333334
u29274,14,11,7,0.6363636363636364
u293336,5,1,0,0.0
u293336,8,1,0,0.0
u293336,9,2,0,0.0
u293336,17,1,0,0.0
u294503,2,2,2,1.0
u294503,3,3,0,0.0
u294503,4,1,1,1.0
u294503,5,1,0,0.0
u294503,6,2,1,0.5
u294503,8,2,1,0.5
u294503,12,2,2,1.0
